ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name
ARO:3000194	36333	5145	389	tet(W)	tet(W)	CAA10975.1	AJ222769.3	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	tet(W)
ARO:3007124	45701	8470	5794	tet(W/32/O)	tet(W/32/O)	AAL09826.1	AY049983.2	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	tet(W/32/O)
ARO:3004442	41634	4270	2882	tet(W/N/W)	tet(W/N/W)	AMP42147.1	KU736867.1	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	tet(W/N/W)
ARO:3000205	36344	79	776	tet(X)	tet(X)	AAA27471.1	M37699.1	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X)
ARO:3005166	43518	6215	3888	tet(X1)	tet(X1)	CAC47933.1	AJ311171.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(X1)
ARO:3004719	42774	5596	3401	tet(X3)	tet(X3)	QBQ85438.1	MK134375.1	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X3)
ARO:3004720	42775	5831	3402	tet(X4)	tet(X4)	QBQ69719.1	MK134376.1	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X4)
ARO:3005057	43259	6093	3798	tet(X5)	tet(X5)	WP_150378267.1	NZ_CP040912.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(X5)
ARO:3005056	43257	6092	3797	tet(X6)	tet(X6)	QIM09823.1	MN507533.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(X6)
ARO:3000182	36321	3343	402	tet(Y)	tet(Y)	AAC72341.1	AF070999.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tet(Y)
ARO:3000183	36322	5588	1885	tet(Z)	tet(Z)	AAD25063.1	AF121000.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tet(Z)
ARO:3005083	43292	6116	3818	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics		AE017221.1	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Tthe_23S_PLM
ARO:3005081	43289	6113	3817	Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics	Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics	AAS81670.1	AE017221.1	Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics	pleuromutilin antibiotic	antibiotic target alteration	Tthe_uL3_PLM
ARO:3000851	37231	1081	1393	THIN-B	THIN-B	CAC33832.1	AJ250876.1	THIN-B beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	THIN-B
ARO:3003202	39786	3315	546	TLA-1	TLA-1	AAD37403.1	AF148067.1	TLA beta-lactamase	cephalosporin;fluoroquinolone antibiotic;monobactam	antibiotic inactivation	TLA-1
ARO:3003203	39787	4456	102	TLA-2	TLA-2	CAG27800.1	AJ698325.1	TLA beta-lactamase	cephalosporin;fluoroquinolone antibiotic;monobactam	antibiotic inactivation	TLA-2
ARO:3003204	39788	5278	2326	TLA-3	TLA-3	BAQ22139.1	AP014611.1	TLA beta-lactamase	cephalosporin;fluoroquinolone antibiotic;monobactam	antibiotic inactivation	TLA-3
ARO:3001299	37698	546	336	tlrB conferring tylosin resistance	tlrB conferring tylosin resistance	AAD12162.1	AF055922.1	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration	Sfra_tlrB_TYL
ARO:3002827	39261	158	1997	tlrC	tlrC	AAA26832.1	M57437.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic;macrolide antibiotic	antibiotic target protection	tlrC
ARO:3004105	41217	5515	2773	TMB-1	TMB-1	CBY88906.1	FR771847.1	TMB beta-lactamase	carbapenem;cephalosporin;cephamycin	antibiotic inactivation	TMB-1
ARO:3004106	41218	4086	2774	TMB-2	TMB-2	BAM73613.1	AB758278.1	TMB beta-lactamase	carbapenem;cephalosporin;cephamycin	antibiotic inactivation	TMB-2
ARO:3003059	39493	4679	1794	tmrB	tmrB	CAB12108.2	AL009126.3	tunicamycin resistance protein	nucleoside antibiotic	reduced permeability to antibiotic	tmrB
ARO:3000237	36376	563	826	TolC	TolC	ACN32294.1	FJ768952.1	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penam;penem;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	TolC
ARO:3003679	40314	5270	2192	TriA	TriA	AAG03546.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux	TriA
ARO:3003680	40315	5384	2193	TriB	TriB	AAG03547.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux	TriB
ARO:3003681	40316	5383	2194	TriC	TriC	AAG03548.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux	TriC
ARO:3005334	43693	8362	4066	Trimethoprim-resistant dihydrofolate reductase DfrA42	Trimethoprim-resistant dihydrofolate reductase DfrA42	WP_045475347.1	HQ386845.2	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	DfrA42_TMP
ARO:3005345	43704	6450	4077	Trimethoprim-resistant dihydrofolate reductase DfrA43	Trimethoprim-resistant dihydrofolate reductase DfrA43	WP_188331861.1	NG_070721.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	DfrA43_TMP
ARO:3004450	41645	5501	2889	TRU-1	TRU-1	ABW05394.1	EU046614.1	TRU beta-lactamase	cephalosporin;penam	antibiotic inactivation	TRU-1
ARO:3003060	39494	4186	49	tsnR	tsnR	AAA99931.1	L39157.1	non-erm 23S ribosomal RNA methyltransferase (A1067)	peptide antibiotic	antibiotic target alteration	tsnR
ARO:3007002	45464	8047	5672	TTU-1	TTU-1	WP_015818996.1	NG_059314.1	TTU beta-lactamase	carbapenem	antibiotic inactivation	TTU-1
ARO:3000844	37224	1163	392	TUS-1	TUS-1	AAN63648.1	AF441287.1	TUS beta-lactamase	carbapenem;cephalosporin;cephamycin	antibiotic inactivation	TUS-1
ARO:3004730	42834	5679	3484	tva(A)	tva(A)	SOX29786.1	LT970863.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	pleuromutilin antibiotic	antibiotic target protection	tva(A)
ARO:3005008	43196	6043	3753	TxR	TxR	AAK37618.1	AF353562.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR
ARO:3004059	41125	5520	2691	Type A NfxB	Type A NfxB	AAG07988.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	Type_A_NfxB
ARO:3004060	41127	5519	2693	Type B NfxB	Type B NfxB	AAG07988.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	Type_B_NfxB
ARO:3003577	40187	4591	842	ugd	ugd	AAC75089.1	U00096.1	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ugd
ARO:3003305	39889	5887	2148	Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones	Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones	WP_004025678.1	NC_011374.1	fluoroquinolone resistant gyrB	aminocoumarin antibiotic;fluoroquinolone antibiotic	antibiotic target alteration	Uure_gyrB_FLO
ARO:3003309	39893	5888	2104	Ureaplasma urealyticum parC conferring resistance to fluoroquinolones	Ureaplasma urealyticum parC conferring resistance to fluoroquinolones	WP_010891786.1	NC_002162.1	fluoroquinolone resistant parC	fluoroquinolone antibiotic	antibiotic target alteration	Uure_parC_FLO
ARO:3007062	45623	8320	5761	VAM-1	VAM-1	QTJ60982.1	MW827739.1	VAM beta-lactamase	carbapenem;cephalosporin;penam;tetracycline antibiotic	antibiotic inactivation	VAM-1
ARO:3000010	36019	3277	1981	vanA	vanA	AAA65956.1	M97297.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanA
ARO:3000013	36022	107	1098	vanB	vanB	AHH83938.1	KF823969.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanB
ARO:3000368	36507	150	455	vanC	vanC	AAA24786.1	AF162694.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanC
ARO:3000005	36014	179	824	vanD	vanD	AAM09849.1	AY082011.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanD
ARO:3002907	39341	216	1617	vanE	vanE	AAL27442.1	FJ872411.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanE
ARO:3002908	39342	258	1759	vanF	vanF	AAF36803.1	AF155139.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanF
ARO:3002909	39343	300	1157	vanG	vanG	ABA71731.1	DQ212986.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanG
ARO:3002942	39376	3279	178	vanH gene in vanA cluster	vanH gene in vanA cluster	AAA65955.1	M97297.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanA_cl
ARO:3002943	39377	3452	626	vanH gene in vanB cluster	vanH gene in vanB cluster	AAB05626.1	U35369.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanB_cl
ARO:3002944	39378	428	1333	vanH gene in vanD cluster	vanH gene in vanD cluster	AAM09850.1	AY082011.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanD_cl
ARO:3002945	39379	487	1790	vanH gene in vanF cluster	vanH gene in vanF cluster	AAF36802.1	AF155139.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanF_cl
ARO:3002947	39381	534	1724	vanH gene in vanM cluster	vanH gene in vanM cluster	ACL82960.1	FJ349556.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanM_cl
ARO:3002948	39382	576	786	vanH gene in vanO cluster	vanH gene in vanO cluster	AHA41499.1	KF478993.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanO_cl
ARO:3007188	45927	8484	5804	vanH gene in vanP cluster	vanH gene in vanP cluster	MBY8651254.1	JAINTN010000010.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanP_cl
ARO:3003723	40377	4649	2241	vanI	vanI	KTE89608.1	LOCK01000072.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanI
ARO:3002914	39348	5377	2240	vanJ	vanJ	CAB45459.1	AL939117.1	vanJ membrane protein	glycopeptide antibiotic	antibiotic target alteration	vanJ
ARO:3003727	40384	5268	2245	vanK gene in vanI cluster	vanK gene in vanI cluster	BAE85481.1	AP008230.1	glycopeptide resistance gene cluster;vanK	glycopeptide antibiotic	antibiotic target alteration	vanK_in_vanI_cl
ARO:3002910	39344	612	349	vanL	vanL	ABX54687.1	EU250284.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanL
ARO:3002911	39345	651	1924	vanM	vanM	ACL82961.1	FJ349556.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanM
ARO:3002912	39346	684	164	vanN	vanN	AEP40500.1	JF802084.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanN
ARO:3002913	39347	675	1754	vanO	vanO	AHA41500.1	KF478993.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanO
ARO:3007189	45928	8485	5805	vanP	vanP	MBY8651253.1	JAINTN010000010.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanP
ARO:3002919	39353	3275	722	vanR gene in vanA cluster	vanR gene in vanA cluster	AAA65953.1	M97297.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanA_cl
ARO:3002921	39355	3453	141	vanR gene in vanB cluster	vanR gene in vanB cluster	AAB05622.1	U35369.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanB_cl
ARO:3002922	39356	105	1547	vanR gene in vanC cluster	vanR gene in vanC cluster	AAF86641.1	AF162694.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanC_cl
ARO:3002923	39357	122	1004	vanR gene in vanD cluster	vanR gene in vanD cluster	AAM09851.1	AY082011.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanD_cl
ARO:3002924	39358	167	691	vanR gene in vanE cluster	vanR gene in vanE cluster	AAL27445.1	FJ872411.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanE_cl
ARO:3002925	39359	202	240	vanR gene in vanF cluster	vanR gene in vanF cluster	AAR84672.1	AF155139.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanF_cl
ARO:3002926	39360	246	1635	vanR gene in vanG cluster	vanR gene in vanG cluster	ABA71727.1	DQ212986.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanG_cl
ARO:3003728	40385	5264	2246	vanR gene in vanI cluster	vanR gene in vanI cluster	BAE85478.1	AP008230.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanI_cl
ARO:3002927	39361	287	409	vanR gene in vanL cluster	vanR gene in vanL cluster	ABX54691.1	EU250284.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanL_cl
ARO:3002928	39362	337	752	vanR gene in vanM cluster	vanR gene in vanM cluster	ACL82957.1	FJ349556.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanM_cl
ARO:3002929	39363	379	1219	vanR gene in vanN cluster	vanR gene in vanN cluster	AEP40503.1	JF802084.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanN_cl
ARO:3002930	39364	4685	1689	vanR gene in vanO cluster	vanR gene in vanO cluster	AHA41505.1	KF478993.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanO_cl
ARO:3007191	45930	8489	5807	vanR gene in vanP cluster	vanR gene in vanP cluster	MBY8651251.1	JAINTN010000010.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanP_cl
ARO:3002931	39365	3276	1907	vanS gene in vanA cluster	vanS gene in vanA cluster	AAA65954.1	M97297.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanA_cl
ARO:3002932	39366	3454	499	vanS gene in vanB cluster	vanS gene in vanB cluster	AAB05623.1	U35369.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanB_cl
ARO:3002933	39367	565	966	vanS gene in vanC cluster	vanS gene in vanC cluster	AAF86642.1	AF162694.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanC_cl
ARO:3002934	39368	3440	2139	vanS gene in vanD cluster	vanS gene in vanD cluster	ACM47284.1	EU999036.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanD_cl
ARO:3002935	39369	649	1571	vanS gene in vanE cluster	vanS gene in vanE cluster	AAL27446.1	FJ872411.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanE_cl
ARO:3002936	39370	680	1920	vanS gene in vanF cluster	vanS gene in vanF cluster	AAR84673.1	AF155139.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanF_cl
ARO:3002937	39371	706	390	vanS gene in vanG cluster	vanS gene in vanG cluster	ABA71728.1	DQ212986.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanG_cl
ARO:3003726	40383	3448	2244	vanSI	vanS gene in vanI cluster	WP_011461302.1	NC_007907.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanI_cl
ARO:3002938	39372	744	744	vanS gene in vanL cluster	vanS gene in vanL cluster	ABX54692.1	EU250284.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanL_cl
ARO:3002939	39373	44	1328	vanS gene in vanM cluster	vanS gene in vanM cluster	ACL82958.1	FJ349556.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanM_cl
ARO:3002940	39374	78	1033	vanS gene in vanN cluster	vanS gene in vanN cluster	AEP40504.1	JF802084.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanN_cl
ARO:3002941	39375	4550	465	vanS gene in vanO cluster	vanS gene in vanO cluster	AHA41504.1	KF478993.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanO_cl
ARO:3007192	45931	8490	5808	vanS gene in vanP cluster	vanS gene in vanP cluster	MBY8651250.1	JAINTN010000010.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanP_cl
ARO:3002970	39404	151	734	vanT gene in vanC cluster	vanT gene in vanC cluster	AAD22403.1	AF162694.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanT_in_vanC_cl
ARO:3002971	39405	180	1308	vanT gene in vanE cluster	vanT gene in vanE cluster	AAL27444.1	FJ872411.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanT_in_vanE_cl
ARO:3002972	39406	217	1561	vanT gene in vanG cluster	vanT gene in vanG cluster	ABA71733.1	DQ212986.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanT_in_vanG_cl
ARO:3002975	39409	259	1983	vanT gene in vanN cluster	vanT gene in vanN cluster	AEP40502.2	JF802084.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanT_in_vanN_cl
ARO:3002973	39407	301	229	vanTm gene in vanL cluster	vanTm gene in vanL cluster	ABX54689.1	EU250284.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanTm_in_vanL
ARO:3002974	39408	353	1510	vanTr gene in vanL cluster	vanTr gene in vanL cluster	ABX54690.1	EU250284.1	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanTr_in_vanL
ARO:3004253	41417	339	943	vanU gene in vanG cluster	vanU gene in vanG cluster	ABA71726.1	DQ212986.1	glycopeptide resistance gene cluster;vanU	glycopeptide antibiotic	antibiotic target alteration	vanU_in_vanG_cl
ARO:3004254	41418	4564	534	vanV gene in vanB cluster	vanV gene in vanB cluster	AAO82019.1	AE016830.1	glycopeptide resistance gene cluster;vanV	glycopeptide antibiotic	antibiotic target alteration	vanV_in_vanB_cl
ARO:3002964	39398	3455	1036	vanW gene in vanB cluster	vanW gene in vanB cluster	AAB05625.1	U35369.1	glycopeptide resistance gene cluster;vanW	glycopeptide antibiotic	antibiotic target alteration	vanW_in_vanB_cl
ARO:3002965	39399	535	1622	vanW gene in vanG cluster	vanW gene in vanG cluster	ABA71730.1	DQ212986.1	glycopeptide resistance gene cluster;vanW	glycopeptide antibiotic	antibiotic target alteration	vanW_in_vanG_cl
ARO:3003724	40380	5272	2242	vanW gene in vanI cluster	vanW gene in vanI cluster	BAE83690.1	AP008230.1	glycopeptide resistance gene cluster;vanW	glycopeptide antibiotic	antibiotic target alteration	vanW_in_vanI_cl
ARO:3002949	39383	3281	217	vanX gene in vanA cluster	vanX gene in vanA cluster	AAA65957.1	M97297.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanA_cl
ARO:3002950	39384	3456	1666	vanX gene in vanB cluster	vanX gene in vanB cluster	AAB05628.1	U35369.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanB_cl
ARO:3003070	39600	652	1566	vanX gene in vanD cluster	vanX gene in vanD cluster	AAM09852.1	AY082011.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanD_cl
ARO:3002952	39386	8203	1509	vanX gene in vanF cluster	vanX gene in vanF cluster	AAF36804.1	AF155139.2	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanF_cl
ARO:3003725	40381	5507	2243	vanX gene in vanI cluster	vanX gene in vanI cluster	ACL19707.1	CP001336.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanI_cl
ARO:3002953	39387	717	1996	vanX gene in vanM cluster	vanX gene in vanM cluster	ACL82962.1	FJ349556.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanM_cl
ARO:3002954	39388	23	1699	vanX gene in vanO cluster	vanX gene in vanO cluster	AHA41501.1	KF478993.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanO_cl
ARO:3007190	45929	8487	5806	vanX gene in vanP cluster	vanX gene in vanP cluster	MBY8651252.1	JAINTN010000010.1	glycopeptide resistance gene cluster;vanX	glycopeptide antibiotic	antibiotic target alteration	vanX_in_vanP_cl
ARO:3002966	39400	39	97	vanXY gene in vanC cluster	vanXY gene in vanC cluster	AAF61331.1	AF162694.1	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	vanXY_in_vanC
ARO:3002967	39401	106	559	vanXY gene in vanE cluster	vanXY gene in vanE cluster	AAL27443.1	FJ872411.1	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	vanXY_in_vanE
ARO:3003069	39549	123	253	vanXY gene in vanG cluster	vanXY gene in vanG cluster	ABA71732.1	DQ212986.1	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	vanXY_in_vanG
ARO:3002968	39402	168	1872	vanXY gene in vanL cluster	vanXY gene in vanL cluster	ABX54688.1	EU250284.1	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	vanXY_in_vanL
ARO:3002969	39403	8149	518	vanXY gene in vanN cluster	vanXY gene in vanN cluster	AEP40501.1	JF802084.2	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	vanXY_in_vanN
ARO:3002955	39389	3278	89	vanY gene in vanA cluster	vanY gene in vanA cluster	AAA65958.1	M97297.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanA_cl
ARO:3002956	39390	3457	556	vanY gene in vanB cluster	vanY gene in vanB cluster	AAB05624.1	U35369.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanB_cl
ARO:3002957	39391	338	1453	vanY gene in vanD cluster	vanY gene in vanD cluster	AAM09853.1	AY082011.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanD_cl
ARO:3002958	39392	380	1899	vanY gene in vanF cluster	vanY gene in vanF cluster	AAF36805.1	AF155139.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanF_cl
ARO:3002959	39393	416	298	vanY gene in vanG cluster	vanY gene in vanG cluster	ABA71729.1	DQ212986.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanG_cl
ARO:3002961	39395	479	1713	vanY gene in vanM cluster	vanY gene in vanM cluster	ACL82959.1	FJ349556.1	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration	vanY_in_vanM_cl
ARO:3002962	39396	3280	1030	vanZ gene in vanA cluster	vanZ gene in vanA cluster	AAA65959.1	M97297.1	glycopeptide resistance gene cluster;vanZ	glycopeptide antibiotic	antibiotic target alteration	vanZ_in_vanA_cl
ARO:3002963	39397	566	1669	vanZ gene in vanF cluster	vanZ gene in vanF cluster	AAF36806.1	AF155139.1	glycopeptide resistance gene cluster;vanZ	glycopeptide antibiotic	antibiotic target alteration	vanZ_in_vanF_cl
ARO:3002840	39274	144	1735	vatA	vatA	AAA26683.1	L07778.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatA
ARO:3002841	39275	3345	1189	vatB	vatB	AAA86871.1	U19459.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatB
ARO:3002842	39276	211	872	vatC	vatC	AAC61671.1	AF015628.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatC
ARO:3002843	39277	462	290	vatD	vatD	AAK84316.1	AF368302.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatD
ARO:3002844	39278	507	1519	vatE	vatE	AAF86220.1	AF242872.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatE
ARO:3003744	40399	3514	2260	vatF	vatF	AAF63432.1	AF170730.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatF
ARO:3002845	39279	8208	837	vatH	vatH	ACX92987.1	GQ205627.2	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatH
ARO:3003987	40869	3859	2523	VatI	VatI	APB03220.1	KX531050.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	VatI
